,Unnamed: 0,Kilometrage,Annee,Energie,BoiteVitesse,PuissanceFiscale,Carrosserie,Prix,Couleur,Marque,Modele
1247,1247,29000,4.2021,Essence,Manuelle,4,Citadine,65000,Gris argent,SEAT,IBIZA
1248,1248,270000,8.201,Essence,Automatique,20,SUV/4x4,48500,Noir,MAZDA,CX-9
1249,1249,92000,9.2016,Essence,Manuelle,4,Compacte,27000,Autre,FORD,KA
1250,1250,97000,1.202,Essence,Automatique,10,Berline,160000,Bleu,BMW,SERIE 3
1251,1251,129000,11.201,Essence,Manuelle,9,Compacte,62000,Noir,MERCEDES-BENZ,CLASSE C
1252,1252,119000,7.202,Hybride (essence),Automatique,9,SUV/4x4,129000,Gris argent,TOYOTA,RAV 4
1253,1253,330000,4.2003,Essence,Manuelle,11,Berline,29000,Gris argent,MERCEDES-BENZ,CLASSE C
1254,1254,130000,2.2017,Essence,Automatique,5,Utilitaire,78000,Noir,GOLF,7
1255,1255,156000,3.2015,Diesel,Manuelle,6,Utilitaire,76000,Blanc,KIA,SPORTAGE
1256,1256,63000,12.202,Essence,Automatique,21,Berline,190000,Bleu,BMW,SERIE 4
1257,1257,130000,1.2012,Essence,Automatique,19,Berline,125000,Noir,MERCEDES-BENZ,CLASSE S
1258,1258,14000,1.2023,Essence,Automatique,6,Berline,79000,Noir,SEAT,IBIZA
1259,1259,295000,8.2014,Essence,Manuelle,8,Berline,44000,Gris argent,VOLKSWAGEN,PASSAT
1260,1260,113000,3.2019,Diesel,Manuelle,6,SUV/4x4,80000,Blanc,RENAULT,KADJAR
1261,1261,235000,1.2014,Essence,Manuelle,5,Autres,29000,Autre,RENAULT,SYMBOL
1262,1262,140000,8.201,Essence,Manuelle,4,Citadine,28000,Gris argent,POLO,
1263,1263,165000,5.2016,Essence,Manuelle,5,Compacte,35000,Gris anthracite,RENAULT,CLIO
1264,1264,79700,6.2017,Essence,Automatique,7,Berline,43000,Autre,HONDA,CITY
1265,1265,69000,8.2021,Essence,Automatique,8,SUV/4x4,126000,Noir,VOLKSWAGEN,TIGUAN
1266,1266,170000,8.2014,Essence,Automatique,9,Berline,109000,Noir,MERCEDES-BENZ,CLASSE C
1267,1267,140000,11.2018,Essence,Manuelle,7,Berline,28500,Blanc,CHERY,ARRIZO 5
1268,1268,39000,10.202,Essence,Automatique,7,SUV/4x4,81000,Noir,FORD,ECOSPORT
1269,1269,80000,9.2017,Essence,Automatique,7,SUV/4x4,95000,Noir,BMW,X1
1270,1270,68800,4.2019,Essence,Automatique,9,SUV/4x4,85000,Noir,HAVAL,H6
1271,1271,70000,9.2019,Diesel,Automatique,7,Pick up,120000,Noir,SSANGYONG,MUSSO
1272,1272,278000,10.201,Diesel,Automatique,15,SUV/4x4,110000,Noir,BMW,X6
1273,1273,37000,5.2014,Essence,Manuelle,5,Citadine,33000,Rouge,NISSAN,MICRA
1274,1274,179000,12.2008,Essence,Manuelle,7,Citadine,34900,Noir,BMW,SERIE 1
1275,1275,70000,12.201,Essence,Manuelle,5,Citadine,26900,Noir,OPEL,CORSA
1276,1276,73000,2.2022,Essence,Manuelle,5,Citadine,47500,Gris argent,HYUNDAI,I10
1277,1277,145000,4.2016,Diesel,Automatique,11,SUV/4x4,125000,Blanc,LAND ROVER,RANGE ROVER
1278,1278,62000,10.2017,Essence,Manuelle,4,Citadine,42000,Blanc,CITROEN,C3
1279,1279,170000,4.2013,Diesel,Manuelle,5,Citadine,52000,Gris argent,GOLF,7
1280,1280,102000,5.2016,Essence,Automatique,7,Coupé,93000,Blanc,MERCEDES-BENZ,CLA
1281,1281,270000,10.2002,Diesel,Automatique,13,SUV/4x4,49000,Gris argent,LAND ROVER,RANGE ROVER
1282,1282,143000,10.2014,Essence,Manuelle,6,SUV/4x4,56000,Gris anthracite,NISSAN,QASHQAI
1283,1283,30000,3.2021,Essence,Manuelle,5,Citadine,61000,Gris argent,KIA,RIO
1284,1284,128700,1.2017,Essence,Manuelle,6,Berline,41000,Gris argent,FORD,FOCUS
1285,1285,110000,6.202,Essence,Manuelle,6,Berline,45000,Noir,FIAT,TIPO
1286,1286,26000,5.202,Essence,Automatique,9,Berline,185000,Blanc,MERCEDES-BENZ,CLASSE C
1287,1287,36000,12.2018,Hybride (essence),Automatique,11,Berline,185000,Gris argent,MERCEDES-BENZ,CLASSE C
1288,1288,95000,9.2018,Essence,Automatique,6,Coupé,67000,Noir,GOLF,7
1289,1289,33000,9.2021,Essence,Manuelle,6,Citadine,50000,Gris argent,TOYOTA,YARIS
1290,1290,100000,10.202,Essence,Manuelle,6,Berline,54000,Noir,DONGFENG,S50
1291,1291,108000,12.2016,Essence,Manuelle,6,Berline,29900,Beige,CHERY,E3
1292,1292,33000,12.2021,Essence,Manuelle,5,Citadine,67900,Bleu,KIA,RIO
1293,1293,126000,1.2018,Diesel,Automatique,10,SUV/4x4,115000,Noir,KIA,SPORTAGE
1294,1294,128000,1.2017,Essence,Manuelle,5,Citadine,34900,Blanc,MG,3
1295,1295,128000,3.2018,Diesel,Manuelle,5,Utilitaire,43000,Blanc,PEUGEOT,PARTNER
1296,1296,190000,1.2015,Essence,Automatique,10,Berline,82000,Bleu,BMW,SERIE 5
1297,1297,135000,7.2015,Essence,Automatique,7,Berline,72000,Noir,BMW,SERIE 3
1298,1298,65000,10.2019,Essence,Manuelle,5,Citadine,47000,Gris argent,HYUNDAI,I20
1299,1299,195000,7.2014,Essence,Manuelle,4,Citadine,29000,Autre,HYUNDAI,I20
1300,1300,53000,12.202,Essence,Automatique,7,Berline,57000,Noir,HONDA,CITY
1301,1301,141000,4.2016,Essence,Manuelle,4,Citadine,29200,Autre,FIAT,PUNTO
1302,1302,80000,7.2012,Essence,Automatique,20,Berline,185000,Blanc,PORSCHE,PANAMERA
1303,1303,23000,9.2022,Essence,Automatique,8,SUV/4x4,145000,Bleu,KIA,SPORTAGE
1304,1304,2000,11.2023,Hybride (essence),Automatique,12,SUV/4x4,410000,Noir,MERCEDES-BENZ,GLC
1305,1305,143000,7.2013,Essence,Automatique,6,Cabriolet,38000,Marron,FIAT,500
1306,1306,60000,1.2021,Hybride (diesel),Automatique,10,Berline,285000,Gris Shark,MERCEDES-BENZ,CLASSE E
1307,1307,40000,1.202,Hybride (essence),Automatique,17,SUV/4x4,385000,Gris Shark,LAND ROVER,RANGE ROVER
1308,1308,90000,6.2021,Essence,Manuelle,4,Citadine,45500,Blanc,SEAT,IBIZA
1309,1309,6000,1.2023,Hybride (essence),Automatique,9,SUV/4x4,285000,Noir,LAND ROVER,RANGE ROVER
1310,1310,30000,11.2022,Essence,Automatique,29,SUV/4x4,440000,Autre,AUDI,RSQ3
1311,1311,1000,12.2023,Hybride (essence),Automatique,10,SUV/4x4,210000,Autre,DS,7
1312,1312,130000,11.2012,Essence,Manuelle,7,Autres,38000,Noir,NISSAN,JUKE
1313,1313,42000,10.2021,Essence,Automatique,10,Berline,160000,Noir,BMW,SERIE 3
1314,1314,80000,3.202,Essence,Automatique,8,Compacte,118000,Noir,BMW,SERIE 1
1315,1315,100000,9.2019,Essence,Manuelle,6,Compacte,79500,Gris Shark,GOLF,7
1316,1316,106000,9.2019,Essence,Automatique,9,SUV/4x4,79000,Noir,HAVAL,H6
1317,1317,40000,5.202,Hybride (essence),Automatique,17,SUV/4x4,445000,Noir,LAND ROVER,RANGE ROVER
1318,1318,2000,8.2023,Essence,Automatique,15,SUV/4x4,385000,Gris Shark,LAND ROVER,RANGE ROVER
1319,1319,49000,2.202,Hybride (diesel),Automatique,11,SUV/4x4,250000,Autre,LAND ROVER,RANGE ROVER
1320,1320,4000,6.2023,Essence,Automatique,10,Berline,228000,Noir,BMW,SERIE 3
1321,1321,70000,1.2021,Hybride (essence),Automatique,8,Compacte,150000,Gris Shark,MERCEDES-BENZ,CLASSE A
1322,1322,190000,5.2009,Essence,Manuelle,4,Autres,22900,Autre,RENAULT,TWINGO
1323,1323,8000,12.2022,Hybride (essence),Automatique,8,Compacte,133000,Noir,GOLF,8
1324,1324,140000,3.2016,Essence,Automatique,10,Berline,115000,Blanc,BMW,SERIE 4
1325,1325,50000,11.202,Essence,Automatique,11,SUV/4x4,115000,Blanc,KIA,SPORTAGE
1326,1326,120000,2.202,Diesel,Automatique,6,Berline,118000,Autre,MERCEDES-BENZ,CLASSE A
1327,1327,900,11.2023,Hybride (essence),Automatique,8,Berline,145000,Blanc,AUDI,A3 SPORTBACK
1328,1328,90000,3.2019,Essence,Manuelle,7,Compacte,105000,Blanc,GOLF,7
1329,1329,73000,5.2019,Essence,Automatique,17,SUV/4x4,150000,Noir,ALFA ROMEO,STELVIO
1330,1330,62000,1.202,Essence,Automatique,9,SUV/4x4,82000,Bleu,HAVAL,H6
1331,1331,192000,1.2012,Essence,Manuelle,9,Berline,65000,Blanc,MERCEDES-BENZ,CLASSE C
1332,1332,175000,1.2013,Essence,Automatique,12,SUV/4x4,52000,Gris argent,VOLKSWAGEN,TIGUAN
1333,1333,48000,12.2018,Essence,Automatique,6,Coupé,65000,Blanc,GOLF,7
1334,1334,52000,4.2018,Essence,Automatique,5,Citadine,39900,Noir,KIA,PICANTO
1335,1335,187000,12.2013,Essence,Manuelle,5,Citadine,28500,Gris argent,CITROEN,DS3
1336,1336,114000,12.2016,Diesel,Automatique,10,SUV/4x4,105000,Gris argent,KIA,SPORTAGE
1337,1337,86000,4.2015,Essence,Manuelle,4,Compacte,26000,Blanc,FORD,KA
1338,1338,127000,11.2003,Essence,Manuelle,7,Coupé,38000,Gris Shark,HYUNDAI,COUPE
1339,1339,130000,12.2018,Essence,Manuelle,7,SUV/4x4,38000,Blanc,BAIC,KENBO S2
1340,1340,74000,6.2016,Essence,Automatique,8,Berline,70000,Gris argent,SKODA,OCTAVIA
1341,1341,124000,9.2014,Essence,Manuelle,5,Berline,40000,Blanc,POLO,
1342,1342,0,2.2024,Hybride rechargeable,Automatique,28,SUV/4x4,748000,Noir,LAND ROVER,RANGE ROVER
1343,1343,111000,6.2008,Diesel,Automatique,15,Berline,105000,Noir,MERCEDES-BENZ,CLASSE S
1344,1344,90000,6.202,Essence,Manuelle,5,Coupé,54000,Rouge,KIA,RIO
1345,1345,44000,10.202,Essence,Manuelle,6,Berline,39000,Gris argent,CHERY,ARRIZO 3
1346,1346,66000,3.2019,Essence,Automatique,9,SUV/4x4,85000,Noir,HAVAL,H6
1347,1347,2000,7.2023,Essence,Manuelle,5,Berline,66000,Noir,KIA,RIO
1348,1348,138000,2.2015,Essence,Manuelle,5,SUV/4x4,36500,Gris Shark,PEUGEOT,2008
1349,1349,98000,2.2018,Essence,Manuelle,5,Citadine,57000,Blanc,SEAT,LEON
1350,1350,293000,11.2014,Essence,Manuelle,5,Citadine,30000,Bleu,FORD,FIESTA
1351,1351,200000,2.2019,Diesel,Automatique,6,Citadine,68500,Gris anthracite,GOLF,7
1352,1352,230000,12.2006,Essence,Manuelle,7,Citadine,23250,Gris anthracite,RENAULT,MEGANE
1353,1353,50000,4.2019,Essence,Automatique,9,Berline,150000,Noir,MERCEDES-BENZ,CLASSE C
1354,1354,87000,6.202,Essence,Automatique,8,SUV/4x4,144000,Gris Shark,BMW,X1
1355,1355,85000,5.2018,Essence,Automatique,8,SUV/4x4,93000,Noir,BMW,X1
1356,1356,48257,7.2019,Essence,Manuelle,5,Citadine,89000,Gris anthracite,GOLF,7
1357,1357,98000,1.2019,Diesel,Automatique,12,SUV/4x4,119000,Gris argent,HYUNDAI,SANTA FE
1358,1358,128000,6.2018,Diesel,Manuelle,6,Utilitaire,30000,Blanc,DACIA,DOKKER
1359,1359,91000,9.202,Essence,Automatique,6,SUV/4x4,72000,Blanc,SEAT,ARONA
1360,1360,3000,8.2022,Essence,Automatique,10,SUV/4x4,151000,Noir,KIA,SPORTAGE
1361,1361,21000,1.2022,Essence,Automatique,9,SUV/4x4,92000,Blanc,HAVAL,JOLION
1362,1362,450000,12.2008,Diesel,Manuelle,8,SUV/4x4,50000,Noir,NISSAN,NAVARA
1363,1363,220000,4.2014,Essence,Automatique,7,Citadine,58000,Blanc,BMW,SERIE 3
1364,1364,35000,10.2016,Essence,Manuelle,7,SUV/4x4,70800,Noir,RENAULT,KADJAR
1365,1365,74000,1.2016,Essence,Automatique,8,SUV/4x4,113000,Blanc,MERCEDES-BENZ,GLA
1366,1366,196000,4.2014,Essence,Manuelle,5,Autres,56000,Gris argent,GOLF,7
1367,1367,75000,9.2017,Essence,Manuelle,5,Citadine,42000,Gris Shark,RENAULT,CLIO 4
1368,1368,210000,12.2015,Essence,Manuelle,6,Berline,38000,Beige,CITROEN,C4
1369,1369,31915,10.2019,Essence,Manuelle,6,Citadine,88000,Bleu,GOLF,7
1370,1370,73000,3.202,Essence,Automatique,10,SUV/4x4,268000,Noir,BMW,X4
1371,1371,145000,5.2016,Diesel,Manuelle,5,SUV/4x4,65000,Bleu,RENAULT,KADJAR
1372,1372,27000,3.2021,Essence,Automatique,15,SUV/4x4,269000,Blanc,JAGUAR,F-PACE
1373,1373,117500,4.2011,Essence,Manuelle,5,Berline,23000,Noir,CHEVROLET,AVEO
1374,1374,65000,11.2017,Essence,Automatique,9,SUV/4x4,66000,Blanc,HAVAL,H2
1375,1375,233000,8.201,Essence,Manuelle,5,Citadine,28900,Beige,RENAULT,CLIO
1376,1376,308000,8.2017,Diesel,Automatique,10,SUV/4x4,85000,Gris argent,KIA,SPORTAGE
1377,1377,96000,10.2016,Essence,Automatique,7,Citadine,68000,Noir,BMW,SERIE 1
1378,1378,65786,4.2021,Essence,Automatique,6,Citadine,148000,Noir,GOLF,8
1379,1379,58499,11.202,Hybride (essence),Automatique,11,Berline,198000,Rouge,MERCEDES-BENZ,GLA
1380,1380,179000,9.2015,Essence,Manuelle,5,Coupé,40000,Bleu,KIA,RIO
1381,1381,32529,7.202,Essence,Automatique,7,Coupé,105000,Noir,MINI,COOPER
1382,1382,147582,7.202,Diesel,Manuelle,6,Utilitaire,34000,Gris argent,DACIA,DOKKER
1383,1383,156000,10.2018,Essence,Manuelle,6,Compacte,75000,Blanc,AUDI,A3 SPORTBACK
1384,1384,170000,10.2009,Essence,Automatique,17,Coupé,90000,Blanc,BMW,SERIE 6
1385,1385,75600,2.2019,Diesel,Manuelle,6,SUV/4x4,91000,Noir,KIA,SPORTAGE
1386,1386,430000,5.2005,Diesel,Manuelle,5,Citadine,18500,Bleu,PEUGEOT,307
1387,1387,300000,11.2015,Essence,Automatique,8,Berline,45000,Blanc,AUDI,A4
1388,1388,142000,9.2011,Essence,Automatique,30,SUV/4x4,179000,Blanc,PORSCHE,CAYENNE
1389,1389,130000,3.2017,Diesel,Automatique,6,Berline,88000,Marron,PEUGEOT,3008
1390,1390,260000,2.201,Diesel,Manuelle,6,Autres,22000,Blanc,CITROEN,C4
1391,1391,52200,11.2021,Essence,Manuelle,5,Coupé,40500,Noir,KIA,PICANTO
1392,1392,133000,9.2017,Diesel,Manuelle,5,Citadine,62000,Blanc,RENAULT,MEGANE
1393,1393,86000,8.202,Diesel,Manuelle,5,Utilitaire,33000,Blanc,FIAT,FIORINO
1394,1394,145000,2.2019,Essence,Manuelle,7,Berline,40000,Gris anthracite,CHEVROLET,CRUZE
1395,1395,30000,6.2021,Essence,Manuelle,6,Compacte,95000,Noir,GOLF,8
1396,1396,60000,5.2022,Essence,Automatique,8,Berline,115000,Gris Shark,SEAT,ATECA
1397,1397,98872,5.2019,Diesel,Automatique,7,SUV/4x4,115000,Rouge,KIA,SPORTAGE
1398,1398,150000,8.2016,Essence,Automatique,6,Berline,64000,Blanc,GOLF,7
1399,1399,36746,10.2019,Essence,Automatique,6,Autres,56000,Bleu,DACIA,SANDERO
1400,1400,123000,9.2014,Essence,Automatique,9,SUV/4x4,52000,Noir,FORD,
1401,1401,63386,7.2022,Essence,Automatique,5,Compacte,70000,Rouge,HYUNDAI,I20
1402,1402,75822,2.2022,Essence,Automatique,9,SUV/4x4,120000,Noir,PEUGEOT,3008
1403,1403,97059,3.2019,Diesel,Manuelle,7,SUV/4x4,98000,Noir,PEUGEOT,508
1404,1404,102624,5.2019,Diesel,Manuelle,5,Utilitaire,57000,Noir,CITROEN,BERLINGO
1405,1405,278000,12.2008,Diesel,Manuelle,6,Berline,33000,Noir,VOLKSWAGEN,PASSAT
1406,1406,33449,6.2023,Hybride (essence),Automatique,10,SUV/4x4,195000,Vert,KIA,SPORTAGE
1407,1407,23000,12.202,Essence,Manuelle,4,SUV/4x4,33000,Blanc,SUZUKI,S-PRESSO
1408,1408,180000,2.2011,Essence,Manuelle,5,Citadine,30000,Rouge,SEAT,IBIZA
1409,1409,68400,2.2017,Essence,Manuelle,5,Compacte,41900,Aubergine,DS,3
1410,1410,210000,10.201,Essence,Manuelle,7,Monospace,35000,Blanc,MERCEDES-BENZ,CLASSE B
1411,1411,49653,12.2008,Essence,Manuelle,6,Berline,35000,Gris argent,CHERY,ARRIZO 3
1412,1412,156000,8.2015,Essence,Automatique,4,Citadine,60000,Rouge,MINI,
1413,1413,33000,7.2021,Essence,Automatique,9,SUV/4x4,89500,Blanc,HAVAL,JOLION
1414,1414,82000,12.2018,Essence,Manuelle,6,Berline,55000,Marron,FORD,FOCUS
1415,1415,14400,10.2022,Essence,Manuelle,5,Citadine,72500,Gris anthracite,POLO,
1416,1416,240000,5.2013,Diesel,Automatique,5,Monospace,55000,Blanc,GOLF,7
1417,1417,220000,1.2018,Essence,Automatique,8,SUV/4x4,87000,Rouge,KIA,SPORTAGE
1418,1418,60000,12.202,Essence,Automatique,8,Compacte,133000,Blanc,BMW,SERIE 1
1419,1419,128000,5.2016,Essence,Manuelle,5,Berline,41900,Gris argent,POLO,
1420,1420,90000,5.2017,Essence,Manuelle,5,Citadine,30000,Gris Shark,PEUGEOT,208
1421,1421,60000,4.2022,Essence,Automatique,8,SUV/4x4,112000,Noir,SEAT,ATECA
1422,1422,80000,7.202,Essence,Automatique,8,SUV/4x4,89000,Blanc,KIA,SPORTAGE
1423,1423,120000,9.2021,Hybride (diesel),Automatique,6,SUV/4x4,119000,Noir,KIA,SPORTAGE
1424,1424,315000,3.2013,Diesel,Automatique,12,SUV/4x4,57000,Blanc,KIA,SORENTO
1425,1425,147000,9.201,Essence,Automatique,33,SUV/4x4,109000,Blanc,PORSCHE,CAYENNE
1426,1426,8900,8.2023,Essence,Manuelle,5,Compacte,68500,Gris anthracite,KIA,RIO
1427,1427,263000,3.2009,Essence,Automatique,11,Berline,55000,Blanc,MERCEDES-BENZ,CLASSE C
1428,1428,119000,5.2015,Essence,Automatique,8,Berline,115000,Noir,MERCEDES-BENZ,CLASSE C
1429,1429,239000,7.2011,Essence,Automatique,10,Coupé,53000,Blanc,AUDI,COUPE
1430,1430,51000,11.2021,Hybride (diesel),Automatique,7,SUV/4x4,155000,Gris anthracite,HYUNDAI,TUCSON
1431,1431,181000,6.2013,Essence,Automatique,7,Berline,65000,Beige,BMW,SERIE 3
1432,1432,211000,10.2009,Essence,Manuelle,6,Berline,17000,Gris argent,FORD,FOCUS
1433,1433,67000,7.2018,Essence,Manuelle,6,Berline,71000,Noir,GOLF,7
1434,1434,26000,12.202,Essence,Manuelle,5,Berline,48500,Blanc,CITROEN,C3
1435,1435,148000,7.2011,Essence,Automatique,9,SUV/4x4,43000,Bleu,NISSAN,QASHQAI
1436,1436,35000,1.2022,Essence,Manuelle,4,Citadine,43000,Noir,KIA,PICANTO
1437,1437,128000,3.2015,Diesel,Manuelle,8,SUV/4x4,110000,Noir,LAND ROVER,RANGE ROVER
1438,1438,80000,3.2019,Essence,Automatique,9,Compacte,138000,Blanc,MERCEDES-BENZ,CLASSE A
1439,1439,220000,1.2016,Essence,Automatique,11,Berline,89000,Gris anthracite,BMW,SERIE 5
1440,1440,79000,12.2017,Essence,Automatique,6,SUV/4x4,95000,Noir,AUDI,Q2
1441,1441,65000,8.202,Hybride (diesel),Automatique,11,SUV/4x4,136000,Gris anthracite,KIA,SPORTAGE
1442,1442,119000,3.2016,Essence,Automatique,9,Berline,123000,Bleu,BMW,SERIE 5
1443,1443,107000,5.2019,Electrique,Automatique,10,SUV/4x4,375000,Noir,TESLA,MODEL X
1444,1444,410592,11.2009,Diesel,Manuelle,8,Autres,21000,Gris argent,VOLKSWAGEN,CADDY
1445,1445,124600,12.2015,Diesel,Manuelle,5,Berline,107000,Noir,MERCEDES-BENZ,CLA
1446,1446,116000,7.2016,Essence,Automatique,7,Berline,76500,Noir,BMW,SERIE 3
1447,1447,90000,7.2016,Essence,Automatique,24,SUV/4x4,249000,Blanc,LAND ROVER,RANGE ROVER
1448,1448,270000,4.2016,Diesel,Manuelle,7,SUV/4x4,71000,Noir,KIA,SPORTAGE
1449,1449,107518,1.2019,Diesel,Manuelle,5,Berline,42000,Blanc,RENAULT,CLIO 4
1450,1450,195000,11.201,Essence,Manuelle,6,Coupé,29000,Noir,FORD,FOCUS
1451,1451,85000,4.2016,Essence,Manuelle,5,SUV/4x4,43900,Beige,PEUGEOT,2008
1452,1452,140000,11.2019,Essence,Manuelle,6,Citadine,42000,Noir,PEUGEOT,308
1453,1453,168000,7.2009,Essence,Manuelle,4,Citadine,27900,Blanc,FIAT,500
1454,1454,71000,11.2021,Diesel,Manuelle,8,Pick up,83050,Blanc,ISUZU,D-MAX
1455,1455,325000,10.2016,Diesel,Manuelle,6,Utilitaire,25500,Blanc,DACIA,DOKKER
1456,1456,80000,8.202,Diesel,Automatique,8,SUV/4x4,260000,Gris Shark,LAND ROVER,DISCOVERY SPORT
1457,1457,270000,4.2016,Diesel,Manuelle,7,SUV/4x4,73000,Autre,KIA,SPORTAGE
1458,1458,150000,6.2014,Essence,Manuelle,5,Berline,19000,Noir,PEUGEOT,301
1459,1459,135000,9.2016,Essence,Manuelle,6,Berline,38000,Blanc,FORD,FOCUS
1460,1460,128000,10.2019,Essence,Automatique,6,Citadine,78000,Gris argent,GOLF,7
1461,1461,73560,8.2011,Essence,Automatique,11,Coupé,88000,Noir,MERCEDES-BENZ,CLASSE E
1462,1462,150000,8.2014,Essence,Manuelle,5,Coupé,31500,Gris argent,FORD,FIESTA
1463,1463,129000,5.2018,Essence,Automatique,9,SUV/4x4,89500,Autre,PEUGEOT,3008
1464,1464,230000,11.2012,Essence,Manuelle,5,Citadine,29400,Blanc,FORD,FIESTA
1465,1465,205000,4.2013,Essence,Manuelle,4,Citadine,28500,Rouge,HYUNDAI,I20
1466,1466,173000,7.2012,Essence,Manuelle,7,Berline,52600,Blanc,AUDI,A4
1467,1467,164000,3.2017,Essence,Manuelle,6,Citadine,40000,Rouge,MAZDA,2
1468,1468,251000,9.2012,Essence,Manuelle,6,Compacte,24500,Noir,MAZDA,3
1469,1469,70000,4.2013,Diesel,Manuelle,6,Compacte,62500,Gris anthracite,BMW,SERIE 1
1470,1470,17000,12.2021,Essence,Automatique,8,Berline,200000,Gris Shark,AUDI,A5 SPORTBACK
1471,1471,80000,8.202,Essence,Automatique,7,Berline,48000,Noir,HONDA,CITY
1472,1472,42000,5.2022,Diesel,Manuelle,6,Utilitaire,41500,Blanc,FIAT,FIORINO
1473,1473,29000,3.2023,Essence,Automatique,6,SUV/4x4,92000,Noir,TOYOTA,C-HR
1474,1474,224000,7.2007,Diesel,Manuelle,7,Berline,35500,Noir,AUDI,A4
1475,1475,205000,8.2014,Essence,Manuelle,5,Berline,20500,Gris Shark,PEUGEOT,301
1476,1476,87000,1.202,Essence,Automatique,6,SUV/4x4,85000,Gris Shark,VOLKSWAGEN,T-ROC
1477,1477,120000,5.2017,Essence,Manuelle,7,Compacte,54000,Blanc,RENAULT,MEGANE
1478,1478,190000,9.2012,Essence,Manuelle,5,Compacte,41000,Noir,GOLF,6
1479,1479,88000,6.2016,Essence,Manuelle,6,Compacte,43000,Bleu,RENAULT,CAPTUR
1480,1480,122000,9.2016,Essence,Manuelle,5,Compacte,38500,Rouge,HYUNDAI,I20
1481,1481,140000,7.2019,Diesel,Manuelle,8,Pick up,149000,Vert,TOYOTA,HILUX
1482,1482,50000,8.202,Essence,Manuelle,6,SUV/4x4,67000,Noir,SEAT,IBIZA
1483,1483,60000,5.2022,Essence,Manuelle,5,Citadine,70000,Blanc,KIA,RIO
1484,1484,20000,10.202,Essence,Automatique,7,Citadine,169000,Noir,MERCEDES-BENZ,CLA
1485,1485,146000,2.2021,Diesel,Manuelle,8,Pick up,70395,Blanc,ISUZU,D-MAX
1486,1486,193000,5.2001,Essence,Manuelle,4,Citadine,17500,Noir,RENAULT,CLIO
1487,1487,250000,7.2017,Essence,Automatique,8,Berline,75000,Noir,AUDI,A4
1488,1488,370000,3.2008,Diesel,Manuelle,10,Pick up,46000,Blanc,ISUZU,D-MAX
1489,1489,25000,12.202,Essence,Manuelle,6,Citadine,102500,Gris anthracite,GOLF,8
1490,1490,92000,8.2021,Essence,Manuelle,4,Citadine,49900,Blanc,SEAT,IBIZA
1491,1491,58000,12.2019,Essence,Automatique,9,SUV/4x4,85000,Rouge,PEUGEOT,3008
1492,1492,140000,7.2012,Essence,Manuelle,9,Cabriolet,36000,Noir,PEUGEOT,308
1493,1493,100000,5.2019,Essence,Automatique,7,SUV/4x4,79000,Gris anthracite,PEUGEOT,3008
1494,1494,93000,4.2018,Essence,Manuelle,7,SUV/4x4,36000,Gris anthracite,BAIC,KENBO S2
1495,1495,132000,6.2013,Essence,Automatique,6,Coupé,37500,Bleu,FIAT,500
1496,1496,33000,3.2019,Essence,Manuelle,4,Citadine,50000,Blanc,RENAULT,CLIO
1497,1497,113000,5.2015,Essence,Manuelle,5,Citadine,30000,Gris Shark,PEUGEOT,208
1498,1498,196000,5.2011,Diesel,Manuelle,6,Berline,36500,Blanc,PEUGEOT,508
1499,1499,235000,12.2014,Essence,Automatique,7,Berline,57000,Gris anthracite,AUDI,A4
1500,1500,86000,7.2016,Essence,Manuelle,6,Coupé,44000,Bleu,FORD,FOCUS
1501,1501,110000,5.2015,Essence,Manuelle,6,Coupé,48000,Marron,MAZDA,3 HATCHBACK
1502,1502,290000,7.2005,Essence,Manuelle,5,Citadine,24000,Noir,RENAULT,CLIO
1503,1503,63000,10.202,Essence,Automatique,9,Berline,160000,Blanc,MERCEDES-BENZ,CLASSE C
1504,1504,130000,8.2021,Essence,Manuelle,5,Berline,55500,Autre,RENAULT,CLIO
1505,1505,41000,5.2019,Essence,Automatique,9,Berline,181000,Noir,MERCEDES-BENZ,CLASSE E
1506,1506,21000,3.2023,Essence,Automatique,9,SUV/4x4,89500,Noir,HAVAL,JOLION
1507,1507,199000,10.201,Diesel,Manuelle,10,Berline,49900,Rouge,MERCEDES-BENZ,CLASSE C
1508,1508,226000,6.2011,Essence,Automatique,9,Berline,66000,Noir,MERCEDES-BENZ,CLASSE C
1509,1509,191000,12.2017,Essence,Manuelle,6,Berline,36500,Noir,MG,GT
1510,1510,38700,11.2021,Essence,Manuelle,5,Compacte,46000,Blanc,HYUNDAI,I10
1511,1511,9000,7.2022,Diesel,Manuelle,11,Pick up,97000,Blanc,GREAT WALL,POER
1512,1512,94000,8.2019,Essence,Automatique,10,Berline,170000,Bleu,BMW,SERIE 5
1513,1513,17000,12.2021,Essence,Manuelle,5,Citadine,62000,Gris Shark,HYUNDAI,I20
1514,1514,46000,1.2022,Essence,Manuelle,4,Citadine,52000,Blanc,SEAT,IBIZA
1515,1515,182000,7.2014,Essence,Manuelle,5,Citadine,55000,Blanc,GOLF,7
1516,1516,151000,3.2013,Essence,Manuelle,5,Citadine,52000,Blanc,GOLF,7
1517,1517,119000,11.2017,Essence,Manuelle,5,Berline,45000,Gris Shark,TOYOTA,YARIS
1518,1518,129000,4.2016,Essence,Manuelle,5,Citadine,33000,Noir,RENAULT,CLIO
1519,1519,330000,9.2008,Diesel,Manuelle,6,Berline,34500,Noir,VOLKSWAGEN,PASSAT
