,Unnamed: 0,Kilometrage,Annee,Energie,BoiteVitesse,PuissanceFiscale,Carrosserie,Prix,Couleur,Marque,Modele
690,690,70700,2.202,Essence,Manuelle,6,SUV/4x4,43700,Gris Shark,CHERY,TIGGO 2
691,691,135000,1.2017,Essence,Automatique,10,Berline,150000,Blanc,MERCEDES-BENZ,CLASSE E
692,692,187000,1.2013,Diesel,Manuelle,5,Coupé,58000,Gris anthracite,MERCEDES-BENZ,CLASSE A
693,693,176000,6.2012,Diesel,Manuelle,6,SUV/4x4,48500,Blanc,KIA,SPORTAGE
694,694,45000,5.2021,Essence,Automatique,7,Compacte,120000,Noir,MERCEDES-BENZ,CLASSE A
695,695,68000,7.2017,Essence,Manuelle,7,Berline,51000,Gris argent,RENAULT,MEGANE
696,696,190000,7.2012,Essence,Automatique,7,Berline,47000,Noir,BMW,SERIE 3
697,697,185000,1.2012,Essence,Manuelle,6,Coupé,44000,Noir,VOLKSWAGEN,NEW BEETLE
698,698,91000,12.2019,Essence,Manuelle,6,Berline,36000,Blanc,DONGFENG,S50
699,699,65000,7.2018,Essence,Manuelle,7,SUV/4x4,60000,Gris Shark,CHEVROLET,TRAX
700,700,45000,7.2022,Essence,Manuelle,5,Citadine,68000,Blanc,KIA,RIO
701,701,85000,11.202,Diesel,Manuelle,7,Pick up,32000,Blanc,MAHINDRA,SCORPIO
702,702,86000,8.202,Diesel,Manuelle,6,Autres,90000,Noir,CITROEN,JUMPY
703,703,167000,8.201,Diesel,Manuelle,5,Citadine,26000,Bleu,RENAULT,CLIO
704,704,40000,7.2021,Essence,Manuelle,6,Citadine,99900,Blanc,GOLF,8
705,705,21000,2.2022,Essence,Automatique,8,Berline,124000,Noir,SKODA,OCTAVIA
706,706,55000,6.202,Essence,Manuelle,4,Citadine,35900,Noir,CITROEN,C3
707,707,349000,3.201,Diesel,Manuelle,6,Berline,34000,Noir,VOLKSWAGEN,JETTA
708,708,229000,12.2012,Essence,Manuelle,6,Berline,30000,Noir,HYUNDAI,ACCENT
709,709,200000,10.2018,Essence,Manuelle,4,Berline,37000,Gris argent,SEAT,IBIZA
710,710,120000,3.2012,Diesel,Automatique,15,SUV/4x4,175000,Marron,PORSCHE,CAYENNE
711,711,190000,9.2009,Essence,Automatique,12,Coupé,49500,Noir,MERCEDES-BENZ,CLASSE E
712,712,250000,9.2012,Essence,Manuelle,6,Berline,32000,Blanc,CITROEN,C4
713,713,75000,3.202,Essence,Automatique,10,Berline,178000,Noir,BMW,SERIE 5
714,714,42000,2.2021,Essence,Automatique,10,Berline,130000,Gris anthracite,BMW,SERIE 2
715,715,186000,2.2016,Essence,Automatique,8,Berline,110000,Noir,MERCEDES-BENZ,CLASSE C
716,716,44000,8.2022,Hybride (essence),Automatique,9,Berline,209000,Noir,MERCEDES-BENZ,CLASSE C
717,717,184600,2.2015,Essence,Automatique,6,Compacte,68000,Gris Shark,MERCEDES-BENZ,CLASSE A
718,718,260000,10.2011,Essence,Manuelle,5,Citadine,27000,Bleu,POLO,7
719,719,108000,11.2019,Essence,Automatique,9,SUV/4x4,77000,Rouge,HAVAL,H6
720,720,227000,8.2007,Essence,Manuelle,6,Citadine,22000,Gris argent,PEUGEOT,307
721,721,107000,4.2013,Essence,Manuelle,5,Citadine,30500,Gris argent,CITROEN,C3
722,722,50000,1.202,Essence,Automatique,9,SUV/4x4,86000,Noir,HAVAL,H6
723,723,104000,1.2021,Essence,Manuelle,5,Berline,38800,Blanc,SUZUKI,DZIRE
724,724,54000,1.2011,Essence,Automatique,20,Berline,168000,Blanc,PORSCHE,PANAMERA
725,725,111000,4.2017,Essence,Automatique,8,SUV/4x4,94000,Noir,AUDI,Q3
726,726,50000,1.2021,Essence,Manuelle,7,Utilitaire,75000,Bleu,CITROEN,BERLINGO
727,727,180000,1.2015,Essence,Automatique,7,Berline,67000,Blanc,BMW,SERIE 3
728,728,100000,1.2014,Essence,Automatique,20,Berline,255000,Noir,PORSCHE,PANAMERA
729,729,100000,9.2019,Diesel,Automatique,19,SUV/4x4,350000,Noir,LAND ROVER,RANGE ROVER
730,730,260000,8.2017,Essence,Automatique,9,SUV/4x4,77000,Blanc,PEUGEOT,3008
731,731,128000,7.2004,Essence,Automatique,10,Berline,46900,Noir,MERCEDES-BENZ,CLASSE E
732,732,276000,12.2003,Essence,Automatique,10,Berline,36000,Noir,MERCEDES-BENZ,CLASSE E
733,733,46000,1.2021,Essence,Automatique,7,Citadine,74500,Bleu,RENAULT,MEGANE
734,734,102000,1.2019,Essence,Automatique,6,Compacte,85000,Autre,GOLF,7
735,735,79400,10.2019,Essence,Manuelle,4,Compacte,38900,Blanc,CITROEN,C3
736,736,67000,3.2015,Essence,Manuelle,6,Citadine,67000,Noir,MERCEDES-BENZ,CLASSE A
737,737,83000,10.202,Essence,Automatique,7,Citadine,50000,Gris argent,HONDA,CITY
738,738,190000,8.2021,Essence,Manuelle,4,Utilitaire,81657,Blanc,SEAT,IBIZA
739,739,26000,10.2019,Essence,Manuelle,6,Berline,80000,Noir,GOLF,7
740,740,69000,11.2018,Essence,Automatique,8,Berline,140000,Noir,AUDI,A5 SPORTBACK
741,741,185000,5.2016,Essence,Manuelle,8,Autres,38000,Blanc,OPEL,ASTRA
742,742,215000,11.2018,Essence,Manuelle,5,Compacte,42000,Gris anthracite,HYUNDAI,I20
743,743,180000,2.2016,Essence,Manuelle,5,Citadine,34000,Gris argent,FORD,FIESTA
744,744,140000,1.2016,Essence,Manuelle,6,Coupé,43500,Gris argent,FORD,FOCUS
745,745,99000,4.2018,Essence,Manuelle,5,Citadine,68000,Noir,GOLF,7
746,746,30900,10.2021,Essence,Automatique,4,Citadine,39500,Noir,FIAT,PANDA
747,747,116000,11.202,Essence,Automatique,11,Berline,160000,Noir,AUDI,A6
748,748,22000,9.2021,Essence,Automatique,8,SUV/4x4,100000,Gris argent,KIA,SELTOS
749,749,158000,7.2018,Diesel,Manuelle,6,Compacte,31000,Blanc,DACIA,DOKKER
750,750,18800,8.2019,Essence,Automatique,5,Citadine,49500,Blanc,SUZUKI,SWIFT
751,751,275000,1.2008,Diesel,Manuelle,8,Pick up,40000,Blanc,NISSAN,NAVARA
752,752,170000,11.2014,Essence,Manuelle,6,Compacte,45000,Blanc,SEAT,LEON
753,753,68000,6.202,Essence,Manuelle,4,Citadine,34000,Gris Shark,PEUGEOT,208
754,754,114000,12.2017,Diesel,Automatique,6,SUV/4x4,54000,Bleu,MAZDA,3
755,755,145000,2.2018,Essence,Manuelle,8,Citadine,35000,Noir,CHEVROLET,CRUZE
756,756,55000,2.2021,Diesel,Automatique,9,SUV/4x4,240000,Noir,MERCEDES-BENZ,GLB 220D
757,757,122000,10.2014,Essence,Manuelle,5,Citadine,44500,Gris Shark,GOLF,7
758,758,80000,1.202,Essence,Automatique,6,SUV/4x4,85000,Blanc,NISSAN,QASHQAI
759,759,19000,9.2021,Essence,Automatique,9,SUV/4x4,212000,Gris Shark,MERCEDES-BENZ,GLA
760,760,47000,8.202,Essence,Manuelle,8,Berline,116500,Noir,GOLF,8
761,761,55400,2.2021,Essence,Automatique,10,SUV/4x4,95000,Beige,MG,HS
762,762,50000,4.2021,Hybride (diesel),Automatique,7,SUV/4x4,155000,Gris anthracite,HYUNDAI,TUCSON
763,763,132000,11.2013,Essence,Automatique,7,Berline,76000,Aubergine,MERCEDES-BENZ,CLA
764,764,168000,7.2012,Essence,Manuelle,5,Citadine,28300,Rouge,RENAULT,CLIO 3
765,765,116000,12.202,Diesel,Manuelle,5,Utilitaire,47500,Blanc,PEUGEOT,PARTNER
766,766,30200,12.2021,Essence,Automatique,9,SUV/4x4,187000,Gris anthracite,MERCEDES-BENZ,GLA
767,767,107000,1.202,Essence,Automatique,10,Berline,167000,Noir,BMW,SERIE 3
768,768,116000,11.2016,Essence,Manuelle,5,Coupé,35000,Blanc,ALFA ROMEO,MITO
769,769,88000,8.2016,Essence,Manuelle,4,Citadine,40000,Blanc,FIAT,500
770,770,234000,4.2012,Essence,Automatique,10,Berline,43000,Blanc,KIA,OPTIMA
771,771,209400,11.2017,Essence,Manuelle,6,Berline,45000,Blanc,SEAT,LEON
772,772,185500,10.2014,Essence,Manuelle,5,Berline,32800,Bleu,KIA,RIO
773,773,200000,11.2015,Essence,Manuelle,9,Berline,45000,Noir,FORD,FUSION
774,774,147000,1.2015,Essence,Automatique,8,Berline,113000,Bleu,MERCEDES-BENZ,CLASSE C
775,775,220000,3.201,Diesel,Manuelle,5,Berline,23500,Noir,CITROEN,C4
776,776,80000,4.2014,Hybride (essence),Automatique,12,Berline,170000,Gris argent,AUDI,A8
777,777,58000,12.2019,Essence,Automatique,7,Citadine,160000,Noir,MERCEDES-BENZ,CLA
778,778,260000,5.2013,Essence,Manuelle,11,Berline,25900,Noir,OPEL,INSIGNIA
779,779,10000,1.2023,Essence,Automatique,10,Coupé,160000,Rouge,MAZDA,5
780,780,84000,1.2018,Essence,Automatique,16,SUV/4x4,240000,Marron,LAND ROVER,RANGE ROVER
781,781,110000,7.2017,Essence,Manuelle,5,Citadine,39000,Noir,POLO,4
782,782,100000,10.2017,Essence,Manuelle,9,SUV/4x4,64000,Bleu,HAVAL,H6
783,783,114000,7.2015,Essence,Automatique,16,Berline,98000,Bleu,JAGUAR,XF
784,784,293000,3.2012,Essence,Automatique,5,Coupé,32000,Blanc,POLO,
785,785,79500,10.2019,Essence,Manuelle,5,Berline,32500,Blanc,HYUNDAI,I10
786,786,28942,7.2019,Essence,Manuelle,6,Compacte,80000,Gris Shark,GOLF,7
787,787,97000,3.2019,Essence,Manuelle,4,Citadine,42500,Gris argent,SEAT,IBIZA
788,788,107000,6.2009,Diesel,Automatique,16,SUV/4x4,105000,Blanc,PORSCHE,CAYENNE
789,789,40000,4.2021,Essence,Manuelle,6,Citadine,48000,Bleu,MG,3
790,790,140000,7.2017,Diesel,Automatique,12,SUV/4x4,100000,Gris anthracite,HYUNDAI,SANTA FE
791,791,125000,1.2016,Essence,Automatique,6,Berline,69000,Gris Shark,AUDI,A3
792,792,130000,2.202,Essence,Manuelle,4,Citadine,39000,Noir,CITROEN,C3
793,793,29572,6.2019,Essence,Manuelle,6,Compacte,79000,Gris anthracite,GOLF,7
794,794,125000,9.2019,Essence,Automatique,10,Berline,73000,Noir,HONDA,CIVIC
795,795,18400,1.202,Essence,Manuelle,6,SUV/4x4,47000,Orange,CHERY,TIGGO 2
796,796,85000,12.2019,Diesel,Manuelle,6,Utilitaire,55000,Blanc,PEUGEOT,PARTNER
797,797,180000,8.2016,Essence,Manuelle,5,Berline,25000,Gris Shark,CHEVROLET,AVEO
798,798,140000,11.2019,Diesel,Manuelle,5,Utilitaire,57000,Blanc,CITROEN,BERLINGO
799,799,260000,1.2009,Diesel,Manuelle,6,Berline,27000,Noir,CITROEN,C5
800,800,81000,9.2021,Essence,Automatique,9,SUV/4x4,195000,Blanc,MERCEDES-BENZ,GLA
801,801,74450,10.2018,Essence,Manuelle,4,Cabriolet,39000,Rouge,WALLYSCAR,IRIS
802,802,155000,5.2014,Essence,Manuelle,5,Citadine,35500,Gris argent,TOYOTA,YARIS
803,803,26700,10.2017,Diesel,Manuelle,8,Pick up,135000,Rouge,ISUZU,D-MAX
804,804,42000,7.2019,Essence,Automatique,8,SUV/4x4,82000,Bleu,HAVAL,H6
805,805,41000,8.2018,Essence,Automatique,6,SUV/4x4,88000,Blanc,NISSAN,QASHQAI
806,806,240000,5.2011,Essence,Manuelle,9,Berline,31000,Blanc,PEUGEOT,508
807,807,190000,5.2015,Essence,Manuelle,6,Berline,38000,Autre,NISSAN,SUNNY
808,808,149200,9.2013,Essence,Manuelle,5,Berline,23500,Autre,PEUGEOT,301
809,809,260000,6.2009,Essence,Manuelle,6,Autres,17000,Gris argent,PEUGEOT,206
810,810,131090,7.2015,Essence,Automatique,7,Citadine,60000,Noir,BMW,SERIE 1
811,811,47000,11.2021,Essence,Automatique,8,SUV/4x4,98000,Gris Shark,KIA,SELTOS
812,812,86000,11.202,Essence,Automatique,6,Berline,78500,Noir,GOLF,7
813,813,20000,6.202,Essence,Manuelle,5,Citadine,55000,Rouge,KIA,RIO
814,814,150000,11.2014,Essence,Manuelle,5,Citadine,30000,Noir,SEAT,IBIZA
815,815,239000,4.201,Essence,Automatique,11,Berline,70000,Noir,MERCEDES-BENZ,CLASSE E
816,816,140000,9.2018,Essence,Manuelle,6,SUV/4x4,69000,Blanc,TOYOTA,C-HR
817,817,138491,11.2017,Essence,Manuelle,5,Autres,35000,Noir,RENAULT,CLIO
818,818,265000,8.2016,Essence,Manuelle,5,Autres,35000,Autre,CITROEN,C4 CACTUS
819,819,55000,6.2021,Essence,Manuelle,5,Compacte,67000,Rouge,KIA,RIO
820,820,121000,12.202,Essence,Automatique,7,SUV/4x4,72000,Noir,MG,ZS
821,821,49000,1.202,Essence,Manuelle,5,Compacte,49000,Rouge,HYUNDAI,I20
822,822,140000,8.2018,Essence,Manuelle,4,Compacte,39000,Bleu,SEAT,IBIZA
823,823,35000,10.2019,Hybride rechargeable,Automatique,5,SUV/4x4,158000,Bleu,MINI,COUNTRYMAN
824,824,1000,11.2023,Essence,Manuelle,6,Berline,65900,Gris anthracite,VOLKSWAGEN,
825,825,87000,7.2018,Diesel,Automatique,7,SUV/4x4,106000,Blanc,KIA,SPORTAGE
826,826,199500,1.2009,Essence,Automatique,13,SUV/4x4,50000,Bleu,VOLKSWAGEN,TIGUAN
827,827,73000,10.2018,Essence,Automatique,5,Citadine,39500,Blanc,HYUNDAI,I10
828,828,203000,8.2008,Essence,Automatique,11,Berline,34500,Noir,AUDI,A6
829,829,26000,2.2021,Essence,Manuelle,5,Citadine,50000,Gris Shark,HYUNDAI,I20
830,830,62000,3.2019,Essence,Manuelle,5,Compacte,85000,Noir,GOLF,7
831,831,118000,9.2019,Diesel,Automatique,4,SUV/4x4,109000,Gris anthracite,KIA,SPORTAGE
832,832,230000,12.2012,Diesel,Automatique,8,Berline,51000,Noir,AUDI,A4
833,833,85000,11.2019,Essence,Manuelle,5,Citadine,38500,Noir,RENAULT,SYMBOL
834,834,36000,4.2022,Essence,Manuelle,5,Citadine,44500,Noir,CHERY,ARRIZO 3
835,835,60000,6.2022,Diesel,Manuelle,7,Utilitaire,65000,Blanc,PEUGEOT,BOXER
836,836,109500,6.201,Essence,Manuelle,5,Citadine,28500,Gris anthracite,POLO,
837,837,37000,1.2022,Essence,Manuelle,5,Monospace,48320,Gris argent,DACIA,LOGAN
838,838,10000,8.202,Essence,Automatique,6,Berline,69000,Blanc,HONDA,CITY
839,839,55000,12.2018,Essence,Manuelle,4,Citadine,43000,Gris anthracite,SEAT,IBIZA
840,840,137000,2.2013,Essence,Manuelle,5,Citadine,27000,Noir,PEUGEOT,208
841,841,101000,8.2018,Essence,Manuelle,6,Citadine,75000,Noir,GOLF,7
842,842,55000,9.2021,Diesel,Automatique,5,Utilitaire,45000,Gris Shark,FIAT,DOBLO
843,843,162000,12.201,Essence,Manuelle,7,Citadine,27000,Gris argent,VOLKSWAGEN,JETTA
844,844,140000,6.2017,Diesel,Automatique,8,SUV/4x4,135000,Gris anthracite,LAND ROVER,DISCOVERY SPORT
845,845,175300,9.2013,Essence,Manuelle,4,Citadine,23000,Rouge,FIAT,PUNTO
846,846,214000,8.2009,Essence,Automatique,9,Berline,50000,Noir,MERCEDES-BENZ,CLASSE C
847,847,240000,2.2012,Essence,Manuelle,6,Citadine,42500,Gris Shark,GOLF,6
848,848,55000,12.2019,Essence,Manuelle,4,Citadine,44500,Noir,CITROEN,C3
849,849,110000,1.2016,Essence,Automatique,5,Compacte,36800,Blanc,HYUNDAI,I10
850,850,290000,6.1996,Essence,Manuelle,9,Berline,21800,Noir,VOLKSWAGEN,VENTO
851,851,122000,10.2013,Essence,Automatique,9,Citadine,43000,Beige,CITROEN,DS5
852,852,105000,7.202,Essence,Automatique,11,SUV/4x4,108000,Noir,KIA,SPORTAGE
853,853,97000,3.2019,Essence,Manuelle,8,SUV/4x4,53000,Noir,CHERY,TIGGO 3
854,854,142000,7.2015,Essence,Automatique,7,Berline,78800,Blanc,BMW,SERIE 2
855,855,35000,4.2022,Essence,Automatique,9,SUV/4x4,151500,Noir,VOLVO,XC40
856,856,9000,7.2023,Essence,Automatique,8,SUV/4x4,158000,Gris argent,JEEP,COMPASS
857,857,370000,8.2007,Diesel,Manuelle,6,Berline,30000,Noir,VOLKSWAGEN,PASSAT
858,858,35000,6.2019,Essence,Manuelle,7,Berline,68500,Gris argent,RENAULT,MEGANE
859,859,110000,1.2019,Diesel,Manuelle,7,Autres,58000,Bleu,FORD,ECOSPORT
860,860,154000,4.2014,Essence,Manuelle,5,Citadine,44500,Noir,GOLF,7
861,861,78000,5.2021,Essence,Manuelle,4,Compacte,67000,Blanc,POLO,
862,862,50700,9.2019,Essence,Manuelle,4,Citadine,23500,Noir,CHERY,QQ
863,863,13500,8.2021,Essence,Automatique,8,Coupé,160000,Gris argent,BMW,SERIE 2
864,864,210000,10.2009,Essence,Manuelle,7,Citadine,36000,Rouge,BMW,SERIE 1
865,865,32000,9.2021,Hybride (essence),Automatique,10,SUV/4x4,248000,Noir,MERCEDES-BENZ,GLC
866,866,79000,8.2016,Essence,Automatique,33,SUV/4x4,326000,Noir,PORSCHE,CAYENNE
867,867,72600,5.2017,Essence,Manuelle,5,Citadine,40000,Rouge,RENAULT,CLIO
868,868,150000,7.1998,Essence,Manuelle,10,Coupé,15500,Rouge,PEUGEOT,406
869,869,46000,4.2022,Diesel,Automatique,12,SUV/4x4,230000,Gris Shark,HYUNDAI,SANTA FE
870,870,66000,12.2017,Essence,Automatique,10,Berline,180000,Bleu,BMW,SERIE 5
871,871,179000,1.2015,Essence,Manuelle,5,Autres,34000,Autre,PEUGEOT,301
872,872,88000,6.2021,Essence,Automatique,9,Berline,150000,Gris Shark,BMW,SERIE 3
873,873,350000,12.2009,Diesel,Automatique,19,SUV/4x4,95000,Noir,BMW,X6
874,874,113000,8.2014,Essence,Automatique,8,Citadine,98000,Gris Shark,MERCEDES-BENZ,CLASSE C
875,875,150000,8.2018,Essence,Manuelle,7,SUV/4x4,38000,Blanc,BAIC,KENBO S3
876,876,233000,1.2015,Diesel,Manuelle,5,Compacte,57000,Blanc,GOLF,7
877,877,70000,1.2021,Essence,Manuelle,5,Compacte,57000,Noir,KIA,RIO
878,878,357000,5.2007,Diesel,Automatique,8,Pick up,45000,Blanc,NISSAN,NAVARA
879,879,148000,5.2017,Essence,Automatique,8,SUV/4x4,115000,Gris Shark,VOLKSWAGEN,TIGUAN
880,880,360000,7.2001,Diesel,Manuelle,10,SUV/4x4,37500,Vert,ISUZU,D-MAX
881,881,25000,11.2022,Essence,Automatique,9,SUV/4x4,88000,Blanc,BYD,SONG
882,882,123000,11.2016,Essence,Automatique,8,Citadine,98000,Noir,MERCEDES-BENZ,CLASSE C
883,883,225000,6.2007,Diesel,Manuelle,6,Citadine,35500,Bleu,AUDI,A3
884,884,120000,3.2019,Essence,Automatique,8,Berline,118000,Noir,MERCEDES-BENZ,CLASSE C
885,885,79000,8.202,Essence,Automatique,9,Berline,167000,Noir,MERCEDES-BENZ,CLASSE E
886,886,65000,9.2017,Essence,Manuelle,5,Berline,41500,Gris Shark,RENAULT,CLIO
887,887,120000,5.2018,Essence,Manuelle,6,Berline,40000,Gris argent,FIAT,TIPO
888,888,50000,10.2018,Essence,Automatique,16,SUV/4x4,300000,Blanc,LAND ROVER,RANGE ROVER
889,889,117000,5.2019,Essence,Automatique,10,SUV/4x4,119000,Gris anthracite,DS,7
890,890,115000,1.2015,Essence,Manuelle,7,Berline,37500,Gris anthracite,FORD,MONDEO
891,891,180000,3.2014,Essence,Manuelle,6,Berline,53000,Marron,MERCEDES-BENZ,CLASSE A
892,892,115000,4.2019,Essence,Automatique,7,Coupé,112000,Blanc,BMW,SERIE 4
893,893,106000,11.2017,Diesel,Manuelle,5,Utilitaire,32500,Gris argent,DACIA,DOKKER
894,894,195000,3.2016,Essence,Manuelle,5,Compacte,60000,Noir,GOLF,7
895,895,109000,8.2019,Essence,Manuelle,6,Compacte,62500,Bleu,SEAT,LEON
896,896,63000,7.202,Essence,Automatique,6,Citadine,85000,Aubergine,MAZDA,3
897,897,42000,5.202,Essence,Automatique,7,Berline,170000,Noir,MERCEDES-BENZ,CLA
898,898,246000,8.201,Essence,Automatique,16,Berline,38000,Gris argent,JAGUAR,XF
899,899,133000,1.2017,Essence,Manuelle,7,Citadine,40000,Gris argent,KIA,RIO
900,900,174000,8.2013,Essence,Automatique,8,Berline,77000,Gris argent,MERCEDES-BENZ,CLA
901,901,170000,6.2016,Essence,Manuelle,6,Utilitaire,33000,Noir,MAZDA,2
902,902,111000,10.2016,Diesel,Manuelle,7,Compacte,71000,Blanc,NISSAN,QASHQAI
903,903,341000,11.2002,Essence,Manuelle,4,Autres,18000,Jaune,CITROEN,C3
904,904,33000,4.2018,Essence,Manuelle,7,SUV/4x4,53000,Gris anthracite,LADA,NIVA
905,905,87000,2.2019,Essence,Automatique,7,Coupé,125000,Blanc,BMW,SERIE 4
906,906,110000,1.2015,Essence,Automatique,23,SUV/4x4,185000,Noir,PORSCHE,MACAN
907,907,70000,9.2021,Essence,Manuelle,4,Berline,46500,Noir,POLO,
908,908,29000,2.2021,Essence,Manuelle,7,SUV/4x4,92000,Gris Shark,PEUGEOT,2008
909,909,169000,5.2012,Essence,Manuelle,5,Coupé,28000,Gris Shark,PEUGEOT,207
910,910,120000,12.1995,Essence,Manuelle,4,Citadine,8000,Rouge,CITROEN,AX
911,911,190000,7.2011,Diesel,Automatique,10,Berline,52000,Blanc,MERCEDES-BENZ,CLASSE E
912,912,145000,10.2012,Essence,Manuelle,5,Berline,25000,Gris argent,CHEVROLET,AVEO
913,913,98000,10.2017,Essence,Manuelle,6,Compacte,71000,Blanc,AUDI,A3
914,914,104000,5.202,Diesel,Automatique,14,SUV/4x4,298000,Bleu,BMW,X5
915,915,64000,11.2016,Essence,Manuelle,5,Berline,32000,Bleu,NISSAN,MICRA
916,916,86000,8.2015,Essence,Manuelle,6,Compacte,60000,Noir,MERCEDES-BENZ,CLASSE A
917,917,92000,1.2021,Essence,Automatique,8,Autres,85000,Noir,KIA,SPORTAGE
918,918,82730,6.2018,Essence,Automatique,9,SUV/4x4,65000,Blanc,HAVAL,H6
919,919,136000,2.2018,Diesel,Manuelle,7,Utilitaire,65000,Blanc,VOLKSWAGEN,TRANSPORTER
920,920,300000,6.2003,Diesel,Manuelle,4,Autres,10500,Bleu,RENAULT,CLIO
921,921,164000,6.2015,Essence,Automatique,19,Berline,160000,Gris Shark,AUDI,S3
922,922,123000,6.2016,Essence,Manuelle,5,Coupé,41000,Blanc,KIA,RIO
923,923,76000,1.2022,Hybride (diesel),Automatique,7,SUV/4x4,148000,Gris argent,HYUNDAI,TUCSON
924,924,75000,1.2021,Hybride (essence),Automatique,8,Berline,128000,Blanc,GOLF,8
925,925,35000,2.2022,Essence,Automatique,9,SUV/4x4,82000,Gris Shark,CHERY,TIGGO 7 PRO
926,926,148000,6.2019,Essence,Manuelle,4,Citadine,50000,Gris argent,SEAT,IBIZA
927,927,141626,7.2016,Essence,Manuelle,6,Berline,66000,Noir,AUDI,A3
928,928,64000,7.2021,Essence,Manuelle,4,Berline,45000,Blanc,SKODA,FABIA
929,929,62000,4.2021,Essence,Manuelle,5,Coupé,45000,Bleu,RENAULT,CLIO 4
930,930,101000,5.2022,Hybride rechargeable,Automatique,9,Coupé,389000,Blanc,MERCEDES-BENZ,GLE
931,931,110000,10.2009,Diesel,Automatique,15,SUV/4x4,95000,Gris argent,MERCEDES-BENZ,ML
932,932,130000,5.202,Essence,Manuelle,6,Berline,39000,Noir,GEELY,GC6
933,933,149000,2.2012,Diesel,Manuelle,10,SUV/4x4,46000,Gris Shark,JEEP,COMPASS
934,934,124000,12.2017,Essence,Manuelle,5,Berline,42000,Blanc,KIA,RIO
935,935,144000,9.2014,Diesel,Automatique,7,Citadine,55000,Blanc,MERCEDES-BENZ,CLASSE A
936,936,287000,7.2009,Diesel,Automatique,12,Autres,43000,Gris argent,VOLVO,XC90
937,937,32000,3.2021,Essence,Manuelle,8,SUV/4x4,65000,Rouge,DONGFENG,SX3
938,938,100000,11.2018,Essence,Manuelle,6,Citadine,73900,Bleu,GOLF,7
939,939,92000,10.2019,Essence,Manuelle,6,Berline,42800,Noir,DONGFENG,S50
940,940,31700,3.2022,Essence,Manuelle,6,SUV/4x4,105000,Gris anthracite,VOLKSWAGEN,T-ROC
941,941,90000,8.2019,Essence,Manuelle,4,Citadine,29000,Marron,TOYOTA,YARIS
942,942,258000,6.2011,Diesel,Automatique,6,Compacte,42000,Autre,GOLF,6
943,943,72000,10.202,Essence,Automatique,8,SUV/4x4,120000,Autre,BMW,X1
944,944,87000,11.2018,Essence,Manuelle,5,SUV/4x4,30000,Blanc,MAHINDRA,KUV 100
945,945,12000,2.2022,Essence,Automatique,9,Berline,249000,Noir,MERCEDES-BENZ,CLASSE E
946,946,120000,12.2019,Essence,Manuelle,7,SUV/4x4,70000,Noir,RENAULT,KADJAR
947,947,200000,2.2012,Diesel,Automatique,13,SUV/4x4,143000,Gris argent,JEEP,WRANGLER
948,948,227000,8.2015,Essence,Manuelle,5,Compacte,43000,Noir,SEAT,LEON
949,949,50000,5.2016,Diesel,Manuelle,7,Autres,56500,Blanc,PEUGEOT,BOXER
950,950,52000,3.202,Diesel,Automatique,11,SUV/4x4,290000,Blanc,TOYOTA,PRADO
951,951,60000,10.2019,Diesel,Manuelle,8,SUV/4x4,200000,Blanc,LAND ROVER,RANGE ROVER
952,952,59715,11.2019,Essence,Manuelle,5,Citadine,53000,Rouge,KIA,RIO
953,953,94000,4.2019,Essence,Manuelle,6,Autres,41200,Rouge,GREAT WALL,M4
954,954,399899,2.2009,Diesel,Automatique,16,SUV/4x4,170000,Noir,TOYOTA,LAND CRUISER
955,955,156000,12.201,Diesel,Automatique,15,SUV/4x4,64000,Marron,VOLKSWAGEN,TOUAREG 3
956,956,110000,11.202,Essence,Manuelle,5,Autres,54000,Gris argent,KIA,RIO
957,957,8200,12.2021,Essence,Manuelle,4,Citadine,44200,Rouge,HYUNDAI,I10
958,958,33000,6.2022,Essence,Automatique,8,Berline,123000,Noir,AUDI,A3
959,959,210000,9.2014,Diesel,Manuelle,8,Autres,55000,Blanc,ISUZU,D-MAX
960,960,280000,11.2009,Essence,Automatique,9,Berline,46000,Blanc,MERCEDES-BENZ,CLASSE C
961,961,325000,10.201,Essence,Manuelle,6,Compacte,32000,Gris Shark,CITROEN,C4
962,962,190000,1.2001,Essence,Manuelle,4,Autres,14200,Noir,POLO,
963,963,180000,11.2012,Essence,Manuelle,9,Berline,36000,Gris Shark,RENAULT,LATITUDE
964,964,61000,1.2021,Essence,Automatique,9,SUV/4x4,101460,Noir,HAVAL,H6
965,965,185000,1.2014,Diesel,Manuelle,5,Citadine,54000,Gris anthracite,GOLF,7
966,966,300,12.2023,Essence,Manuelle,5,SUV/4x4,72500,Gris anthracite,VOLKSWAGEN,T-CROSS
967,967,117000,6.2018,Essence,Automatique,8,SUV/4x4,78500,Blanc,KIA,SPORTAGE
968,968,34000,1.2023,Essence,Manuelle,7,SUV/4x4,70000,Gris Shark,FORD,ECOSPORT
969,969,100123,12.2016,Essence,Manuelle,5,Citadine,24500,Noir,CHEVROLET,SONIC
970,970,170000,2.202,Essence,Automatique,7,SUV/4x4,80000,Noir,PEUGEOT,3008
971,971,138000,11.2018,Essence,Automatique,10,Autres,138000,Blanc,BMW,SERIE 5
972,972,45000,10.2019,Hybride (diesel),Automatique,11,SUV/4x4,134500,Bleu,KIA,SPORTAGE
